,Alloy composition,,,,,,,,,,,,,,Heat Treatment,,,,,,Microstructure and Phases,,Allot Discription ,,
Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,"The alloy Al0.5NbTaTiV , is having 5 elemental composition and without heat treatment it is showing BCC microstructure and BCC_SS Phases",,References
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,180,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2011.02.171
AlMo0.5NbTa0.5TiZr,0.25,0,0,0,0,0,0,0.25,0,0,0.125,0.25,0,0.125,1400,120,1400,1440,10°C/min,,BCC + Im,Im,,,10.1007/s11837-014-1066-0
AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0,0,0,0,0,0,0.3,0,0.3,0,0.1,0,0.1,1400,120,1400,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0,0,0,0,0,0,0.3,0,0.3,0,0.1,0,0.1,1400,120,1400,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0,0,0,0,0,0,0.3,0,0.3,0,0.1,0,0.1,1400,120,1400,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.4Hf0.6NbTaTiZr,0.08,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.12,0.2,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.3NbTaTi1.4Zr1.3,0.06,0,0,0,0,0,0,0.28,0,0.2,0,0.26,0,0.2,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.3NbTaTi1.4Zr1.3,0.06,0,0,0,0,0,0,0.28,0,0.2,0,0.26,0,0.2,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.3NbTaTi1.4Zr1.3,0.06,0,0,0,0,0,0,0.28,0,0.2,0,0.26,0,0.2,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0,0,0,0,0,0,0.28,0.04,0.2,0,0.26,0,0.16,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0,0,0,0,0,0,0.28,0.04,0.2,0,0.26,0,0.16,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0,0,0,0,0,0,0.28,0.04,0.2,0,0.26,0,0.16,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,120,1200,1440,10°C/min,,BCC,BCC_SS,,,10.1007/s11837-014-1066-0
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC,BCC_SS,,,10.1016/j.matlet.2014.11.162
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC,BCC_SS,,,10.1016/j.matlet.2014.11.162
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC,BCC_SS,,,10.1016/j.matlet.2014.11.162
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC,BCC_SS,,,10.1016/j.matlet.2014.11.162
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,,,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,300,600,,,BCC,BCC_SS,,,10.1016/j.ijrmhm.2014.07.009
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,500,600,,,BCC,BCC_SS,,,10.1016/j.ijrmhm.2014.07.009
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,700,600,,,BCC,BCC_SS,,,10.1016/j.ijrmhm.2014.07.009
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,900,600,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
CrHfNbTiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,,,,,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
CrHfNbTiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,,,300,600,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
CrHfNbTiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,,,500,600,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
CrHfNbTiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,,,700,600,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
CrHfNbTiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,,,900,600,,,BCC + Im,Im,,,10.1016/j.ijrmhm.2014.07.009
NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,1450,180,,,20 K/min,,BCC + Im,Im,,,10.1016/j.msea.2011.09.033
NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,1450,180,,,20 K/min,,BCC + Im,Im,,,10.1016/j.msea.2011.09.033
NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,1450,180,,,20 K/min,,BCC + Im,Im,,,10.1016/j.msea.2011.09.033
NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,1450,180,,,20 K/min,,BCC + Im,Im,,,10.1016/j.msea.2011.09.033
NbTiVZr,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiVZr,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiVZr,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiVZr,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiV2Zr,0,0,0,0,0,0,0,0.2,0.4,0.2,0,0.2,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiV3Zr,0,0,0,0,0,0,0,0.166666667,0.5,0.166666667,0,0.166666667,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiV4Zr,0,0,0,0,0,0,0,0.142857143,0.571428571,0.142857143,0,0.142857143,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
NbTiV5Zr,0,0,0,0,0,0,0,0.125,0.625,0.125,0,0.125,0,0,1200,120,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2012.12.018
CrNbTiZr,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiZr,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiZr,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiZr,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiVZr,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiVZr,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiVZr,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
CrNbTiVZr,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,1200,120,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2012.12.018
MoNbHfZrTi,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,1100,600,,,FC,,BCC,BCC_SS,,,10.1016/j.matdes.2015.05.019
MoNbHfZrTi,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,1100,600,,,FC,,BCC,BCC_SS,,,10.1016/j.matdes.2015.05.019
MoNbHfZrTi,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,1100,600,,,FC,,BCC,BCC_SS,,,10.1016/j.matdes.2015.05.019
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,60,1200,1440,,,BCC,BCC_SS,,,10.1007/s10853-012-6260-2
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,60,1200,1440,,,BCC,BCC_SS,,,10.1007/s10853-012-6260-2
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,60,1200,1440,,,BCC,BCC_SS,,,10.1007/s10853-012-6260-2
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,60,1200,1440,,,BCC,BCC_SS,,,10.1007/s10853-012-6260-2
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,60,1200,1440,,,BCC,BCC_SS,,,10.1007/s10853-012-6260-2
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,60,1200,1440,,,BCC,BCC_SS,,,10.1007/s10853-012-6260-2
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,120,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.07.209
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,120,800,120,15 °C/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.07.209
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,120,1000,120,15 °C/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.07.209
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,120,1200,1440,15 °C/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.07.209
MoNbTaVW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1400,1140,,,BCC,BCC_SS,,,10.1016/j.intermet.2011.01.004
MoNbTaVW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1400,1140,,,BCC,BCC_SS,,,10.1016/j.intermet.2011.01.004
MoNbTaVW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1400,1140,,,BCC,BCC_SS,,,10.1016/j.intermet.2011.01.004
MoNbTaVW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1400,1140,,,BCC,BCC_SS,,,10.1016/j.intermet.2011.01.004
MoNbTaVW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1400,1140,,,BCC,BCC_SS,,,10.1016/j.intermet.2011.01.004
MoNbTaVW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1400,1140,,,BCC,BCC_SS,,,10.1016/j.intermet.2011.01.004
NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.intermet.2017.01.007
Al7.5CoCrNi,0.714285714,0.095238095,0.095238095,0,0.095238095,0,0,0,0,0,0,0,0,0,1000,1440,900,30,,,FCC + Im,Im,,,10.1016/j.jallcom.2019.06.005
CrMnFeCoNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,950,60,AQ,,FCC,FCC_SS,,,10.1016/j.actamat.2017.02.036
(CoCrNi)94Al3Ti3,0.03,0.313333333,0.313333333,0,0.313333333,0,0,0.03,0,0,0,0,0,0,1200,120,800,120,WQ,,FCC + Im,Im,,,10.1016/j.actamat.2017.07.029
FeCoNiCr,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1200,240,,,,,FCC + Im,Im,,,10.1016/j.actamat.2015.08.076
(FeCoNiCr)94Ti2Al4,0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,1200,240,,,,,FCC + Im,Im,,,10.1016/j.actamat.2015.08.076
(FeCoNiCr)94Ti2Al4,0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,1200,240,750,1080,WQ,,FCC + Im,Im,,,10.1016/j.actamat.2015.08.076
(FeCoNiCr)94Ti2Al4,0.04,0.235,0.235,0.235,0.235,0,0,0.02,0,0,0,0,0,0,1200,240,650,240,WQ,,FCC + Im,Im,,,10.1016/j.actamat.2015.08.076
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,1000,360,900,300,,,FCC + Im,Im,,,10.1016/j.jallcom.2009.10.088
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoMnNi,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoMnNi,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoMnNi,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoMnNi,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoMnNi,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeNi,0,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
FeMnNi,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1200,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoFeMnNi,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrMnNi,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,1100,1440,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2014.08.026
CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,,,,,,,BCC,BCC_SS,,,10.1007/s11661-018-4472-z
CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,,,800,1200,,,BCC + Im,Im,,,10.1007/s11661-018-4472-z
CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,,,1000,1200,,,BCC + Im,Im,,,10.1007/s11661-018-4472-z
