Alloy,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,alloy_description,Unnamed: 24,References
MoNbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1400,1140.0,,,BCC,BCC_SS,"The alloy MoNbTaVW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 1140.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2011.01.004
MoNbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1400,1140.0,,,BCC,BCC_SS,"The alloy MoNbTaVW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 1140.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2011.01.004
MoNbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1400,1140.0,,,BCC,BCC_SS,"The alloy MoNbTaVW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 1140.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2011.01.004
MoNbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1400,1140.0,,,BCC,BCC_SS,"The alloy MoNbTaVW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 1140.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2011.01.004
MoNbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1400,1140.0,,,BCC,BCC_SS,"The alloy MoNbTaVW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 1140.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2011.01.004
MoNbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1400,1140.0,,,BCC,BCC_SS,"The alloy MoNbTaVW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 1140.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2011.01.004
NbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,,,1200,1440.0,,,BCC,BCC_SS,"The alloy NbMoTaW contains 3 elemental compositions: Nb (0.25), Mo (0.25), Ta (0.25) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
NbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,,,1200,1440.0,,,BCC,BCC_SS,"The alloy NbMoTaW contains 3 elemental compositions: Nb (0.25), Mo (0.25), Ta (0.25) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
NbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,,,1200,1440.0,,,BCC,BCC_SS,"The alloy NbMoTaW contains 3 elemental compositions: Nb (0.25), Mo (0.25), Ta (0.25) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
NbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,,,1200,1440.0,,,BCC,BCC_SS,"The alloy NbMoTaW contains 3 elemental compositions: Nb (0.25), Mo (0.25), Ta (0.25) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
NbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,,,1200,1440.0,,,BCC,BCC_SS,"The alloy NbMoTaW contains 3 elemental compositions: Nb (0.25), Mo (0.25), Ta (0.25) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
VNbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1200,1440.0,,,BCC,BCC_SS,"The alloy VNbMoTaW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
VNbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1200,1440.0,,,BCC,BCC_SS,"The alloy VNbMoTaW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
VNbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1200,1440.0,,,BCC,BCC_SS,"The alloy VNbMoTaW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
VNbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1200,1440.0,,,BCC,BCC_SS,"The alloy VNbMoTaW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
VNbMoTaW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,,,1200,1440.0,,,BCC,BCC_SS,"The alloy VNbMoTaW contains 4 elemental compositions: V (0.2), Nb (0.2), Mo (0.2), Ta (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.intermet.2017.01.007
Al7.5CoCrNi,0.714285714,0.095238095,0.095238095,0.0,0.095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1440.0,900,30.0,,,FCC + Im,Im,"The alloy Al7.5CoCrNi contains 4 elemental compositions: Al (0.714285714), Co (0.095238095), Cr (0.095238095), Ni (0.095238095) and with heat treatment -  undergone homogenization process at 1000.0°C, for 1440.0 minutes,, undergone annealing process at 900°C, for 30.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2019.06.005
CrMnFeCoNi,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,2880.0,950,60.0,AQ,,FCC,FCC_SS,"The alloy CrMnFeCoNi contains 5 elemental compositions: Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone homogenization process at 1200.0°C, for 2880.0 minutes,, undergone annealing process at 950°C, for 60.0 minutes,, and undergone quenching process (AQ),,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2017.02.036
(CoCrNi)94Al3Ti3,0.03,0.313333333,0.313333333,0.0,0.313333333,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,120.0,800,120.0,WQ,,FCC + Im,Im,"The alloy (CoCrNi)94Al3Ti3 contains 5 elemental compositions: Al (0.03), Co (0.313333333), Cr (0.313333333), Ni (0.313333333), Ti (0.03) and with heat treatment -  undergone homogenization process at 1200.0°C, for 120.0 minutes,, undergone annealing process at 800°C, for 120.0 minutes,, and undergone quenching process (WQ),,showing a FCC and Im microstructure and Im phases.",,10.1016/j.actamat.2017.07.029
FeCoNiCr,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,240.0,,,,,FCC + Im,Im,"The alloy FeCoNiCr contains 4 elemental compositions: Co (0.25), Cr (0.25), Fe (0.25), Ni (0.25) and with heat treatment -  undergone homogenization process at 1200.0°C, for 240.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.actamat.2015.08.076
(FeCoNiCr)94Ti2Al4,0.04,0.235,0.235,0.235,0.235,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,240.0,,,,,FCC + Im,Im,"The alloy (FeCoNiCr)94Ti2Al4 contains 6 elemental compositions: Al (0.04), Co (0.235), Cr (0.235), Fe (0.235), Ni (0.235), Ti (0.02) and with heat treatment -  undergone homogenization process at 1200.0°C, for 240.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.actamat.2015.08.076
(FeCoNiCr)94Ti2Al4,0.04,0.235,0.235,0.235,0.235,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,240.0,750,1080.0,WQ,,FCC + Im,Im,"The alloy (FeCoNiCr)94Ti2Al4 contains 6 elemental compositions: Al (0.04), Co (0.235), Cr (0.235), Fe (0.235), Ni (0.235), Ti (0.02) and with heat treatment -  undergone homogenization process at 1200.0°C, for 240.0 minutes,, undergone annealing process at 750°C, for 1080.0 minutes,, and undergone quenching process (WQ),,showing a FCC and Im microstructure and Im phases.",,10.1016/j.actamat.2015.08.076
(FeCoNiCr)94Ti2Al4,0.04,0.235,0.235,0.235,0.235,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,240.0,650,240.0,WQ,,FCC + Im,Im,"The alloy (FeCoNiCr)94Ti2Al4 contains 6 elemental compositions: Al (0.04), Co (0.235), Cr (0.235), Fe (0.235), Ni (0.235), Ti (0.02) and with heat treatment -  undergone homogenization process at 1200.0°C, for 240.0 minutes,, undergone annealing process at 650°C, for 240.0 minutes,, and undergone quenching process (WQ),,showing a FCC and Im microstructure and Im phases.",,10.1016/j.actamat.2015.08.076
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
Al0.5CoCrCuFeNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,360.0,900,300.0,,,FCC + Im,Im,"The alloy Al0.5CoCrCuFeNi contains 6 elemental compositions: Al (0.090909091), Co (0.181818182), Cr (0.181818182), Fe (0.181818182), Ni (0.181818182), Cu (0.181818182) and with heat treatment -  undergone homogenization process at 1000.0°C, for 360.0 minutes,, undergone annealing process at 900°C, for 300.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2009.10.088
CoCrNi,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoCrNi contains 3 elemental compositions: Co (0.333333333), Cr (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoCrNi,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoCrNi contains 3 elemental compositions: Co (0.333333333), Cr (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoCrNi,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoCrNi contains 3 elemental compositions: Co (0.333333333), Cr (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoCrNi,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoCrNi contains 3 elemental compositions: Co (0.333333333), Cr (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoCrNi,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoCrNi contains 3 elemental compositions: Co (0.333333333), Cr (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoMnNi,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoMnNi contains 3 elemental compositions: Co (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoMnNi,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoMnNi contains 3 elemental compositions: Co (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoMnNi,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoMnNi contains 3 elemental compositions: Co (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoMnNi,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoMnNi contains 3 elemental compositions: Co (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoMnNi,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoMnNi contains 3 elemental compositions: Co (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoFeNi,0.0,0.333333333,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoFeNi contains 3 elemental compositions: Co (0.333333333), Fe (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoFeNi,0.0,0.333333333,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoFeNi contains 3 elemental compositions: Co (0.333333333), Fe (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoFeNi,0.0,0.333333333,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoFeNi contains 3 elemental compositions: Co (0.333333333), Fe (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoFeNi,0.0,0.333333333,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoFeNi contains 3 elemental compositions: Co (0.333333333), Fe (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
CoFeNi,0.0,0.333333333,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy CoFeNi contains 3 elemental compositions: Co (0.333333333), Fe (0.333333333), Ni (0.333333333) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
FeMnNi,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy FeMnNi contains 3 elemental compositions: Fe (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
FeMnNi,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1440.0,1000,60.0,,,FCC,FCC_SS,"The alloy FeMnNi contains 3 elemental compositions: Fe (0.333333333), Ni (0.333333333), Mn (0.333333333) and with heat treatment -  undergone homogenization process at 1100.0°C, for 1440.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actamat.2014.08.026
